FORE_data,t2m,rh2m,w10m
90001_00,12.965845443824255,58.33807400553313,1.8523944209744325
90001_01,13.940433850901735,52.59583466179505,1.6406361689220519
90001_02,15.721911433737054,45.1658186141409,1.7772366826175907
90001_03,16.92440903582409,43.26869385847809,2.3062693592098222
90001_04,16.488952596176215,43.6193266052832,2.8984817937459932
90001_05,17.26092423314348,40.708844025704124,2.034254309933071
90001_06,14.328545635062808,53.60207926466643,1.3752779798747128
90001_07,12.765258392151999,63.67528521082496,1.1956377543512366
90001_08,10.634157112002232,71.57955478196101,1.2138891883548613
90001_09,10.131413950116709,71.26913406267379,1.4472133905127866
90001_10,9.353144027123893,74.79349633259123,1.471914417501575
90001_11,9.837370285523225,75.88495377738046,1.736718138891034
90001_12,9.587499179157943,82.15000270467533,1.649232719125495
90001_13,9.727019186164972,84.58242146186282,1.8145239758575653
90001_14,8.684463572401413,84.34897671189023,1.4927910417359729
90001_15,9.36666102271564,86.40608733087976,1.6438371764198592
90001_16,8.763545366349359,87.62705703883893,1.524568426545191
90001_17,9.086246493222724,88.18874507045587,1.5908832856259258
90001_18,9.730483607341982,87.60944249153026,1.581964293858625
90001_19,9.24522435548619,81.78951794645246,1.683825545479512
90001_20,9.054053121136405,79.87356936838098,1.409027302787834
90001_21,9.631496612638243,80.94049864885034,1.1376929545978147
90001_22,9.299165210033294,76.79464398485541,1.3917342230135654
90001_23,10.562566267948956,71.06137452219272,1.4851086488622762
90001_24,10.436101249788985,73.67807472759318,1.2019332478534928
90001_25,10.532747305613992,74.87627308308043,1.390614933487611
90001_26,10.248621553507956,78.10292415412495,1.6288763216509794
90001_27,10.1543024649305,76.32588133020884,1.5106575617834304
90001_28,9.394889770384033,78.6314072551491,1.6315502800052144
90001_29,8.677583576901064,75.54948474981809,1.747370518652
90001_30,8.664174121147015,70.93851404636433,1.7142163039253155
90001_31,8.210793138611725,80.04690961243332,1.3705145540339856
90001_32,6.930332229329373,82.5545763116048,1.2681595897375175
90001_33,6.651303905834675,83.64900122553803,1.244533963413393
90001_34,5.42160027613222,82.39259683150178,1.021434146115346
90001_35,5.966735388981346,80.4148244177515,1.240538506712248
90001_36,5.452300759392795,83.46852807116932,1.1764078755745955
90002_00,14.136526405368237,55.277505117711975,1.4853955322263381
90002_01,13.262692106767757,55.06253127512533,1.460963174018387
90002_02,14.845578943642977,48.28159857254093,1.6612252373371668
90002_03,15.867397422987116,48.788244076823204,1.9936507773854
90002_04,16.199736148501174,48.40802974860212,2.1344154990727486
90002_05,17.015746128937447,43.922863538437866,1.8730041243401336
90002_06,14.388505598919371,51.96676575112689,1.3626779211079156
90002_07,13.240770201814282,61.789018554626054,1.2177298249204458
90002_08,11.412621283404082,70.45259086096466,1.4147439230226646
90002_09,11.535192220183687,72.61780341210192,1.27609187723918
90002_10,10.119553110510125,77.85684171430336,1.2090005226749447
90002_11,10.274175399302578,76.63211479737325,1.180743179414177
90002_12,9.383031492121,80.66426601564102,1.0948888600712463
90002_13,9.486480190867074,84.5304341355184,1.1255231704873934
90002_14,10.392410701853668,84.79069921298743,1.0680264026871977
90002_15,11.048764293769652,90.45245237923221,1.2003707885623367
90002_16,10.687966132730207,90.54668913891112,1.1492557317117678
90002_17,10.716177310144337,87.40401965849524,1.1762832823641225
90002_18,11.280081193983484,88.34842165272867,1.169550346433652
90002_19,10.345366848843762,85.96103822637093,1.038204314790218
90002_20,10.604102319309494,89.56493780359199,1.0372992470859939
90002_21,11.307190500113665,88.48491726212231,1.170862862920058
90002_22,12.089808993021519,81.31929359972442,1.4682194343679593
90002_23,11.588526456140679,79.76929216044942,1.3386163435947591
90002_24,10.451564338531576,80.94941348012047,1.9472568705530813
90002_25,10.277324563655073,80.12428400568518,2.2666450037536485
90002_26,10.1185933903671,78.48146938640616,2.292722491193221
90002_27,10.369477486962138,76.83292609757672,2.315495648519695
90002_28,9.689371669223611,78.82113143479738,2.1160310786234766
90002_29,9.054460379397739,77.4159907651693,2.2879304364570308
90002_30,8.84847734236634,74.94641438897696,2.039186353552045
90002_31,8.49807660556079,79.55204756599336,1.7804301349645129
90002_32,7.625075008522738,82.75889017904281,1.788269416260961
90002_33,7.729227171593618,84.02919828400769,1.555368683436879
90002_34,7.099410884307398,83.25669654119342,1.5092776221733408
90002_35,7.545222714719187,79.62417529058618,1.4723121886326314
90002_36,7.526427446094987,81.16445512592459,1.3841037101873719
90003_00,12.886312713614458,49.5845567778678,2.183063178104375
90003_01,13.627962441139282,46.37392765634046,3.254735579909572
90003_02,14.968017762661484,41.971473755496916,4.310582245089195
90003_03,15.919963987151714,42.0933632158263,4.78917814348744
90003_04,14.893808110694927,46.10810553660717,5.4070656903774506
90003_05,14.630636472053101,46.517020490822354,4.846075307333738
90003_06,12.464960142788229,57.02707098515452,2.8097387665716513
90003_07,12.19050878526969,59.07048099505735,2.6800535814042346
90003_08,10.450137448646696,63.30095732759361,1.9597886175598302
90003_09,9.706159803548235,66.91225700705394,1.3625005824115595
90003_10,7.8854907594766726,73.2796612531754,1.5029377277784775
90003_11,8.210359792805916,75.22638356413093,1.3757638067099398
90003_12,7.867446358721391,76.1747330154901,1.2773506230836353
90003_13,8.152700939354304,77.88308375149656,1.3279918710511676
90003_14,7.788333752453954,79.3459719190802,1.316612701424713
90003_15,7.936829853413121,76.89942624952646,1.71057935631368
90003_16,7.222938287603405,78.32024860449631,1.5940018969720908
90003_17,7.385768493181292,77.11502395798558,1.8308110724450155
90003_18,7.968100846874865,77.24809039679272,1.9905660292513605
90003_19,8.373973509852918,80.65581146346737,2.160488194343129
90003_20,7.069880451793246,79.77368743575492,2.318632650975912
90003_21,7.212645369011657,80.5664049490249,2.5395253881674096
90003_22,6.780682357334079,80.2662902501922,2.5671638756968727
90003_23,6.505873634644067,77.64881474730905,2.2910959097482837
90003_24,6.196623437460831,75.26687189480923,2.4920445251935073
90003_25,7.329218240161483,71.11143560168513,3.250737509306422
90003_26,7.238050408771859,69.26485011195373,3.4899944967667857
90003_27,7.454887974717148,70.52683172562296,3.2290333400566635
90003_28,6.608202580452661,73.64982597889512,3.4827151536897
90003_29,6.388157247593021,72.05152428052473,3.278280537091132
90003_30,5.972116006780148,70.34634612252906,3.8621196803515048
90003_31,5.682889782713337,74.04398241948242,3.2199822250266603
90003_32,4.661891115081178,76.13260719180386,2.8847913448821694
90003_33,4.829177356775523,77.33128288167461,2.34577503433391
90003_34,4.494845178814383,77.56119501255456,2.8153062009433083
90003_35,4.59543196010493,78.69782576282418,2.5424986197655897
