FORE_data,t2m,rh2m,w10m
90001_00,14.969770243321157,65.05563699246588,1.4803976854641978
90001_01,13.452176536594695,58.49333587149365,1.6495815019197957
90001_02,15.367972310187412,53.97677909253,1.7921572922526852
90001_03,16.042991689766357,51.21779614337342,2.2660901663344566
90001_04,17.10016681216297,45.67887341271715,2.731652299802071
90001_05,17.143718974170405,44.36402381382227,2.2469967439502994
90001_06,14.076134302811663,54.7167955691616,1.2599268779504882
90001_07,12.565718490647098,63.57894809460846,1.1511512229023206
90001_08,11.011941148176374,67.67594243737213,1.3675404748625777
90001_09,10.642298597702831,69.92108734122453,1.5688854161150092
90001_10,9.85859165195587,73.71870932343002,1.5960172903281207
90001_11,10.44563164160721,73.13788309693552,1.8524716389258344
90001_12,10.545453783795445,79.84505787055276,1.908351782292744
90001_13,10.27331143390943,81.39267042297982,2.1354117881772727
90001_14,9.745265605174204,81.99244264255142,1.8061457166997783
90001_15,10.30407801145979,85.22864268150315,2.037430213908973
90001_16,10.404697906417717,85.59894413760989,1.8433859499110616
90001_17,10.220415042261024,85.01198554320415,1.8570100686347801
90001_18,10.305017976023173,83.87370083700996,1.811055199764099
90001_19,10.446283258209778,78.5472036569468,1.8631528493615075
90001_20,10.12662337221435,78.20736199962761,1.5963556473176275
90001_21,9.905482514911,80.74965453570881,1.374994993040756
90001_22,9.720613329751822,76.5316458038414,1.446442182962482
90001_23,10.291719622586063,70.38104397702473,1.6262424209270232
90001_24,10.247956535869822,72.92403971452978,1.3091831500576574
90001_25,9.969900422562546,76.58715493983148,1.355892261880391
90001_26,9.348784994984655,78.65266667626894,1.4565400731421154
90001_27,9.315451441802091,75.59428507899622,1.5785368020734123
90001_28,8.63700244665865,77.84555817778731,1.7426924185710284
90001_29,8.144024529100738,77.12188071706446,1.8329873319475327
90001_30,7.828202470886974,72.50124214706024,1.8070916742203103
90001_31,7.732991518178015,79.5982633711317,1.4073863996864235
90001_32,6.6967162221275185,82.77654534906223,1.263212595705657
90001_33,6.5284044760417554,83.93699843932502,1.3727790948686485
90001_34,5.547540222417081,84.59607869232676,1.2264964258962854
90001_35,5.422416993972504,81.3746900858556,1.2829054454108015
90001_36,5.464366066331895,83.72688540550081,1.1826858811079655
90002_00,16.156796784495217,62.231707309523195,1.1819707236488557
90002_01,13.1495431080766,61.21086808596018,1.5638628263476917
90002_02,14.628219657163084,57.538388335827825,1.5899228563795424
90002_03,15.143177080206838,57.02267841066251,1.8917094478211511
90002_04,16.30897012919416,50.79261302510881,2.236457042494898
90002_05,17.086727606212257,47.427774470366984,1.9388311262756213
90002_06,14.650722253196998,54.64978936535601,1.4334095405330622
90002_07,13.380218291084002,61.77149267867049,1.1842396291418469
90002_08,11.46091596166563,69.11292131513319,1.3908961934536812
90002_09,11.164787982848372,73.00623429153295,1.3272345983882536
90002_10,10.122357092131654,77.21494096241602,1.2345795234149612
90002_11,10.214516696858468,75.44233791805652,1.271086230271563
90002_12,9.506601897373605,79.22996498640592,1.2283114975216418
90002_13,9.626894312144696,83.57518989725291,1.247552173392362
90002_14,10.420621656559911,84.679408206488,1.1388240677235084
90002_15,11.103938744691684,90.7403700240696,1.2847267159222089
90002_16,11.080055990400707,89.1066079994173,1.297708518573331
90002_17,11.000597647575,86.54022548734198,1.2201774407710133
90002_18,11.03117020204521,87.10290495235078,0.9014105143424969
90002_19,10.70342306590621,85.13311983798093,1.1250073335619915
90002_20,10.718858052050894,87.06635265623026,1.1519743172003154
90002_21,11.006980461036614,88.73761458420552,1.1636803833318412
90002_22,11.461395671268995,80.69991100034196,1.615181438190739
90002_23,11.053487553949784,78.35766561232992,1.6148029386070024
90002_24,10.217547585524947,80.62688428627641,1.9785204579739921
90002_25,9.687402177394052,81.01545787477852,2.7226314518339687
90002_26,9.169734239931778,80.39843207794726,2.3627600059398772
90002_27,9.421534209210625,76.82580557670919,2.2189487657358553
90002_28,8.893934450173957,78.90245812127404,2.102150468168843
90002_29,8.69987545962528,78.47904667630247,2.4330823620094617
90002_30,8.142520665450359,79.18391680934538,2.0424546180097787
90002_31,8.194416151949767,81.44336325117068,1.9814185470396932
90002_32,7.3534768208717765,83.37534843582122,1.9096412410330985
90002_33,7.182140097435721,84.05790604498964,1.721622907483743
90002_34,7.12132753775199,83.61955304613183,1.7015658739528132
90002_35,7.28355522364508,80.42306699836479,1.6490893029076656
90002_36,7.339380190203895,81.82691700810129,1.4801946014811618
90003_00,14.874604894059024,54.79352322116721,1.6410704568251382
90003_01,13.179751623558758,50.72869814714546,2.94697388306611
90003_02,14.455979615828449,48.305661882948925,3.7236507310111078
90003_03,14.956539226932744,48.039762757782704,4.1528354665563265
90003_04,15.334433422054147,46.65845273449978,5.323463291867941
90003_05,14.661148368778584,48.611737247760495,4.541430080464969
90003_06,12.651199320819272,58.066509580784,3.1070675055799017
90003_07,11.670615313973927,60.77450573039603,2.5951100852532125
90003_08,10.518591254371717,62.875706228954506,1.900002879305747
90003_09,9.616895670743999,67.87043460529412,1.3586461528616651
90003_10,8.220686965699155,73.66393420986273,1.4988290057660805
90003_11,7.881152169978309,74.11504377122972,1.2657227796476547
90003_12,7.646044212259406,75.07264172166094,1.3959698519838495
90003_13,7.687369686175195,77.1554429321554,1.365211718036411
90003_14,7.99470043083833,77.06967406688412,1.4045109235124933
90003_15,8.12493978824332,77.98538553570754,1.6768169756102944
90003_16,8.218707548997799,77.7669946855063,1.755672684536041
90003_17,8.287491591364688,77.66576501573364,1.9552691526818173
90003_18,8.527244511500024,76.95069944658803,2.0996273958026985
90003_19,8.702365619797831,80.13516637345,2.560852331036201
90003_20,7.771272321907203,79.26638767678702,2.3748360316254615
90003_21,7.491902337753573,79.93187343469555,2.7287653217685848
90003_22,6.891646784326889,78.82568500748982,2.6937475279505176
90003_23,6.588261266036834,76.13870067760656,2.6114763111695636
90003_24,6.63006726595573,74.29865557755657,3.069568229672499
90003_25,6.624912574350863,74.05516990621985,3.8380794330943315
90003_26,6.327635936297869,71.24997602944435,4.226533651366227
90003_27,6.489675466325302,70.18664221048246,4.151876157710825
90003_28,6.171439915009417,73.59286684113057,4.024860497341392
90003_29,5.842046930265473,72.72319221339333,3.74618955690647
90003_30,5.489759137631096,74.5757001525794,4.334348044843001
90003_31,5.515540846465681,75.37163963537657,3.4598330050631203
90003_32,4.575670400416492,77.24890836078372,3.0664200246117104
90003_33,4.397459222992071,76.55886012534593,2.552913053422776
90003_34,4.482705268487052,78.10752494926763,3.2879333237001696
90003_35,4.218494920588242,80.81024596258396,2.873653030846112
90003_36,4.18904660848995,80.86889734472396,2.7846250923103337
90004_00,15.94552644344444,61.90169305509787,1.0295672032514036
90004_01,13.976147040422266,58.39798691110549,1.3768095080494749
90004_02,15.30605187350693,53.82584486090554,1.7746778171011528
90004_03,15.305260468477224,54.359985115499434,1.9183713576751809
90004_04,16.07955595829707,51.17761172456762,2.0720859114662593
90004_05,15.798389028418862,51.512121603714476,1.8959098912105896
90004_06,12.373819065363339,62.70899607036809,1.1699304197533404
90004_07,10.463868223180027,68.6656450856233,1.011232098560867
90004_08,9.11432308987764,75.46637731205702,0.9602301465673817
90004_09,8.784845131703758,75.8038873756042,0.9899511488497059
90004_10,8.6372117355954,76.45648962776579,1.0869259903296207
90004_11,9.28663225056279,76.09492936535825,1.230938914281153
90004_12,8.911751693177722,81.08847740576594,1.0715638807417198
90004_13,7.853427988062023,85.87466411263696,1.0087136147381441
90004_14,8.737176172768317,85.22147983462443,0.9341837585681891
90004_15,8.998516738744497,88.6600910788312,0.9507750947934074
90004_16,9.046641091658428,88.94965155410803,0.9646730380971069
90004_17,9.349959521615741,87.66933698200796,0.9633969796588582
90004_18,9.549617236360778,84.82959922146603,1.0244608205872399
90004_19,9.453328220707643,85.00521033504361,1.0454166750352716
90004_20,10.036726960605021,86.4488963507007,1.631050142629955
90004_21,9.697004263886477,85.79760045101754,1.8917149825465351
90004_22,9.31701923636853,82.46466237841916,2.1781703588668497
90004_23,9.318804462735848,79.68104405200187,2.0968474451907007
90004_24,9.115570511130255,81.46706574204494,2.0485953720885313
90004_25,8.998632464967399,79.97810485545222,2.417252253570134
90004_26,8.630869099087995,76.63751450986399,2.6013851272169495
90004_27,8.851769861100639,74.04456952877248,2.2947619331753906
90004_28,8.532350613639522,78.66728926099198,2.4272762764181675
90004_29,7.98332528257529,78.8413346726269,2.6753058248066433
90004_30,7.511587050084842,79.57695852306661,2.5515305138883
90004_31,7.708593074727865,81.2442144914185,1.9563916814579643
90004_32,6.603689985010149,83.72577147612006,1.8555323025166128
90004_33,6.03562671488802,83.16987283415176,2.0035804979244642
90004_34,5.938269762083796,84.86498197423151,1.7993713417844184
90004_35,5.926342998069946,83.17075254182215,1.6348108083347919
90004_36,5.983731598446679,85.42660749033601,1.4636343867283486
90005_00,15.955451662950345,61.7140587149327,1.5345350910693072
90005_01,12.56164554628537,62.15244579670658,1.7776626551617962
90005_02,13.739623819714797,57.41671614741625,1.7749180090600272
90005_03,13.957137385741984,57.60121640302274,1.6425999114281076
90005_04,15.243390685189176,51.75813197627763,1.8736587473832749
90005_05,16.075299834671913,49.026512795638936,1.8713603830713679
90005_06,13.521785109416767,54.58058199346178,1.4523365758220854
90005_07,13.021262580437792,57.811143510863495,1.4756550760999432
90005_08,12.393090970521618,58.92215655317906,1.3980133575590719
90005_09,12.27786937705057,60.724557409833324,1.2639053579123494
90005_10,11.375576185373102,65.01624731796939,1.2500970521305028
90005_11,10.93594090850872,67.44966868904113,1.092651777391365
90005_12,10.039083739106687,70.9367601770446,1.1707384175244813
90005_13,10.04241221676942,72.43660938261485,1.1515581858267696
90005_14,10.789438733357287,69.14630230470934,0.8126628264297152
90005_15,10.65516344897909,73.00221164381952,1.1429239625735226
90005_16,10.390117350723257,77.49461099197227,1.2518761245201575
90005_17,10.28296509110632,80.55288247077362,1.1262949165999832
90005_18,10.428127234222243,81.73093004812876,1.1689649046050004
90005_19,10.3990779811836,82.9743765586923,1.0837396126138394
90005_20,10.846147041529997,84.55188989647124,1.1240698674640615
90005_21,10.704803493565063,86.78453772796476,1.254296246544539
90005_22,11.041514534763254,83.36386518383814,1.3301456382673202
90005_23,11.07623000481557,83.19807846947998,1.2854726907134286
90005_24,10.856573151267119,84.57682852777097,1.2341405828453444
90005_25,10.764775885168113,82.59451586171161,1.4002738471545195
90005_26,10.344374621803654,81.36501348747423,1.3852574722569857
90005_27,10.19405430318106,81.85308529674637,1.536895086320373
90005_28,9.327680523769919,83.84884390735822,1.5978045740227844
90005_29,8.886287556981003,81.95547844940431,1.621351141260426
90005_30,8.135574884677775,81.41202226483985,1.508264332031095
90005_31,8.203691724072906,84.05621398540424,1.4139274485114155
90005_32,7.334776006872023,86.08747252566057,1.283501671417903
90005_33,7.32200274348717,85.32352270648674,1.2677960172646874
90005_34,7.222451475538701,85.91887732133193,1.1555731757900767
90005_35,7.176211406859859,87.22160942725704,1.0478268203081431
90005_36,7.201505535520174,87.1713566021614,1.1616137935132103
90006_00,16.431798859685085,55.6173373418665,1.324612476373419
90006_01,13.403449064694346,51.39176774561038,1.8467589905118678
90006_02,13.730641814667756,51.7897994744236,2.133295455199592
90006_03,13.522029122743001,53.14455154225405,2.056506708911088
90006_04,14.206953186848454,49.753319585631175,2.333026192498324
90006_05,13.470127829138404,49.702780980969436,2.3607160611774294
90006_06,11.573488323259532,58.77277925463904,1.6985909684867098
90006_07,10.570192684017828,64.48146886413497,1.3419288253679236
90006_08,9.524057323929274,67.7363565076788,1.395435381190276
90006_09,9.475725955164604,69.96066641160459,1.1944478333608182
90006_10,9.201806621422238,69.81134997758909,1.4138653272633757
90006_11,8.548243723555576,72.10324528431138,1.4432799138375896
90006_12,8.048701354908864,76.72155417512518,1.140975042173564
90006_13,8.969001575329361,75.15992159511413,1.209628073072002
90006_14,8.956692154973531,72.91075325961154,1.2227490420303828
90006_15,8.922665288970427,78.03131092133721,1.088220546314673
90006_16,8.371739325877105,79.43455088137745,0.9451840616120942
90006_17,8.11793939548921,80.31536922194623,0.9694805147013799
90006_18,8.172026012727956,80.19426396507433,0.9972524938072801
90006_19,7.94987483201467,81.27033612174358,0.9321300666429027
90006_20,7.974596588175997,80.29081271446049,0.9603973842463733
90006_21,7.735535745164746,80.94492595318636,0.9705310776113101
90006_22,8.447294932407242,76.10464430673471,1.4815280605149934
90006_23,8.56583904444685,83.74520928282755,2.0142141780836385
90006_24,8.295040794740887,83.59179726604921,2.083443174933549
90006_25,8.718417640110772,84.63210296722659,1.995989204487261
90006_26,8.28704961008733,83.23944882622844,2.182375803050453
90006_27,8.330058695652761,82.59939330252186,2.056009683306217
90006_28,7.626849221739142,86.27760947857861,2.1045360798434603
90006_29,7.171277395596544,89.12889014657848,2.1034523727322005
90006_30,6.525240846375917,87.80771542643035,1.8535730769734835
90006_31,6.423101598213528,89.02061569738306,1.7078705783219044
90006_32,5.243513808805878,91.17887847758436,1.5796626596789927
90006_33,4.876484714179211,90.02113355151383,1.4831638653069372
90006_34,4.30430443415518,91.9606856499652,1.3366818642965734
90006_35,4.298634413919572,92.82270007346528,1.2099202628588444
90006_36,4.214062274427411,92.22193709575119,1.1839462407814256
90007_00,11.933862804815274,59.552546931924766,1.1973442201080866
90007_01,10.546348982456013,53.813373342735126,1.632412556955621
90007_02,13.077333614255554,49.4780702639771,1.6025340098711256
90007_03,15.51769216324521,42.984119712346065,2.0437926566693294
90007_04,16.201412371682324,41.26116022719178,4.347778873444333
90007_05,14.540290656774406,46.287675453119334,4.892670285895776
90007_06,12.121462793833372,53.37615210648501,3.8914844197439953
90007_07,11.10099943121567,57.92790687747408,2.1503409695625733
90007_08,10.254099678584529,59.01918829926662,1.7314697633110683
90007_09,8.686224358571879,64.18043171065385,1.540841911892639
90007_10,7.436844815323137,69.9485964046555,1.3234914808404872
90007_11,7.152679086233121,73.79761001532417,1.22731512625471
90007_12,6.4009639359238495,78.8700414876544,1.3625489705926124
90007_13,6.132889615671806,79.80683776680037,1.4103350758971032
90007_14,6.502471792152566,78.6330923716177,1.5643922961936374
90007_15,6.54466331502806,80.10873752129682,1.4086678282331757
90007_16,6.366062207910909,81.01828045810687,1.4703063212967773
90007_17,6.542593908475188,82.90026908943874,1.594506352967394
90007_18,6.606189172889321,85.48275418442968,1.631424634304358
90007_19,6.410019706168613,88.74212531705247,1.5507299964802115
90007_20,6.526321219666505,89.63133342771312,1.7388818470556566
90007_21,5.898549140057636,87.27910702395255,2.5631643866435243
90007_22,5.021247377724242,85.4834175984468,2.393586959226595
90007_23,4.6598571913837485,79.55428985959115,2.850388429697345
90007_24,4.1996418273363805,76.32804431931008,2.6405273596367134
90007_25,5.348638753672287,75.08418603066926,2.8788657557207795
90007_26,5.340598896726162,72.37663886799223,3.251117726421078
90007_27,5.935960934391546,70.43225424342825,3.10987123444404
90007_28,5.708250256347514,74.56254513650615,3.024875645542923
90007_29,5.442902504333864,75.70917685158176,3.2744024167077797
90007_30,5.07598402159822,76.01368226137157,2.949923689057902
90007_31,5.143858534922228,75.10551336438293,3.0054552454860657
90007_32,4.431198138309723,75.2272232889337,2.2908137112826386
90007_33,4.068699734579716,74.64075650035389,2.0493209649342106
90007_34,3.006164543607425,79.258297978063,2.1931768980318767
90007_35,2.734219936370404,81.57521367104682,1.7728728027759966
90007_36,2.5089254524993456,82.17597681716347,1.5507548462158647
90008_00,12.25259322287399,57.483888566798065,2.8071520248641995
90008_01,7.629006008767014,60.04651188682601,2.699691947668725
90008_02,8.589006672204928,55.59327844573579,3.2357635909200684
90008_03,9.781210053147898,52.028307852525224,3.1646007704516697
90008_04,10.141212544230688,52.898263773658286,3.603087360091161
90008_05,8.878168162220042,60.16218633204286,3.500328164396693
90008_06,7.287491259677537,72.92674708625238,3.550925128472871
90008_07,6.249999357162736,73.51451708394869,3.4807291292164546
90008_08,5.846969816000818,75.42046919490346,3.9882571679429804
90008_09,5.879199254226244,75.83733325058762,3.678794296401864
90008_10,5.855217880723208,79.67252610825696,3.624210610994933
90008_11,5.749109036608232,79.38325643083978,3.61600095139179
90008_12,5.5050262003722885,80.36922244882244,3.530943834980536
90008_13,6.042686017864093,78.4419881938381,2.8742452518201524
90008_14,6.237383940612586,75.86472202939609,3.3972272908311236
90008_15,6.642432172895587,76.45869634689303,3.5003070462804855
90008_16,6.375487588813327,76.99007043814126,3.2839092683794737
90008_17,5.972254632448024,80.46821357715329,3.4359112001936856
90008_18,5.663442504520768,83.23388896393685,3.617615632697465
90008_19,5.491688246413735,85.95136050332256,3.3722207365796977
90008_20,5.347570143876646,86.92833013118819,3.5730533780502736
90008_21,5.3795372595825075,87.99828025734452,3.285976761715189
90008_22,4.712716359587858,87.7285052660602,3.215518547941799
90008_23,3.9451390016146317,88.4170486725342,3.8292095994345234
90008_24,3.531611864020175,85.77546883926674,3.2315644502456298
90008_25,2.9568846655941754,84.47994487773289,3.0699688868961212
90008_26,3.1748274614896337,83.67795290670914,3.184481404228357
90008_27,2.6169439965871444,81.37934470405399,3.1071284595073068
90008_28,1.8945772562163543,85.57037894766958,3.598483409132523
90008_29,1.6927403392016904,85.65796771448368,3.6719763053047054
90008_30,1.3649128125104606,87.69449188180431,3.928822240643061
90008_31,1.5385570693687305,88.15760365896507,3.820372559959287
90008_32,1.1104308227071489,88.68240333986444,4.0916182839448245
90008_33,0.912789595006195,87.71354746692649,3.9680676306282967
90008_34,0.8224003344288469,87.07462894419827,4.448541773279546
90008_35,0.8697794746277903,86.17671069613284,4.206820634976545
90008_36,0.8581940453287111,84.96372172173606,3.5698221027676724
90009_00,17.037520511264674,62.10447390168019,1.1557276019254696
90009_01,13.705395486069094,59.79009829369944,1.7063312672022841
90009_02,15.471217144584536,54.55192392499039,2.101197907103118
90009_03,16.351143759293535,52.17865779437891,2.348319647963898
90009_04,17.008125082072695,48.53018385464207,2.849855303775493
90009_05,17.19107619155701,46.31086387995222,2.6505198964834245
90009_06,15.836776865788948,50.96533260297538,1.9696826551189481
90009_07,14.93921594980766,56.1707284106169,1.383107759023198
90009_08,13.168145551113724,63.50275369644209,1.1399128287280984
90009_09,12.279559101556329,66.92925250028772,0.876561227634025
90009_10,11.217084039651443,70.64924281528262,1.3948464181256102
90009_11,10.61725603202963,72.27745317779215,1.2794276674858618
90009_12,9.318690470433207,76.29120162245152,1.1976264044942142
90009_13,9.324302535994883,76.70371149755371,1.2359829020856095
90009_14,9.37059169049035,75.23451197071049,1.144160870490186
90009_15,9.590499162599087,77.20702089005634,1.1047618064545581
90009_16,9.650203586998757,78.5169813687903,1.1041916292345186
90009_17,9.750822290249593,79.81112836605499,1.2724878558760908
90009_18,10.31238788640389,89.02545734253906,1.3927661022938886
90009_19,10.853610893060647,90.55106458729631,1.460189561275499
90009_20,10.921937892941738,88.44808019355123,1.4912478749886275
90009_21,10.208053636410032,73.86484412774645,1.8691650945584024
90009_22,10.111111533903582,66.29650736844047,2.38080190852164
90009_23,10.28746754600168,64.2773292711674,2.7750221697012654
90009_24,9.385419868500831,68.47815779149938,2.484049901374712
90009_25,9.307425781777473,71.65356345458919,2.8076110423181957
90009_26,8.455821932701157,77.7306602140595,2.788807136120055
90009_27,8.434713218494041,81.23659408547715,2.611307541608724
90009_28,8.136532388475969,85.27292181614608,2.267846065222469
90009_29,8.12090750651776,85.56128777139683,2.2576347693165806
90009_30,7.59276843975771,86.05393324019458,2.0446831786562836
90009_31,7.1311177454123875,88.00459891780417,1.8819327581835497
90009_32,6.428244914400228,87.91838134980576,1.745547811338084
90009_33,6.402323275023423,87.00352062287895,1.5973100099232123
90009_34,6.422766266480664,88.06623532505967,1.512820152725706
90009_35,6.355163493632808,88.87619879893646,1.3848248855283134
90009_36,6.159909361864502,88.96370175914277,1.339430189676999
90010_00,15.065538171390456,53.700489600431844,1.482737466688055
90010_01,14.74516722471075,42.849806323947774,1.9053555052873108
90010_02,15.715065031543409,40.53200494289238,2.037832038538032
90010_03,16.18205683784644,39.9326692958938,2.2415979065320877
90010_04,16.995551841770137,36.90250594593496,2.791698395895871
90010_05,16.2642275648117,39.053238669326475,3.0061631883471485
90010_06,13.915750681932547,47.30153164723227,2.994319415407894
90010_07,12.899904859955804,49.09798242553937,2.442848540007884
90010_08,10.887975136775408,55.25569617619005,2.007837913733187
90010_09,10.535165617209948,59.18887632047619,1.7052344766295455
90010_10,9.86935115268067,61.864310643944414,2.2848338332948144
90010_11,8.775505159696609,66.31316166136214,1.6493689070818875
90010_12,7.935901279675514,69.931911207295,1.4138129326001272
90010_13,8.448077479859485,70.60891349898486,1.4344226877285635
90010_14,8.218865266039998,69.35759875189126,1.2437512765412406
90010_15,8.137101731870029,75.08798124147674,1.2233830006103796
90010_16,7.698824276304416,76.48199394675662,1.2094765301866224
90010_17,7.776401902823977,76.28823991986086,1.2122027704725171
90010_18,7.5674952173099275,78.44725950946844,1.2662721572286069
90010_19,7.62925401245879,78.77074608172569,1.3080266528298423
90010_20,8.201544026524331,77.79518704359947,1.5525939035346203
90010_21,7.787118663225552,77.9372956413618,1.874193470088132
90010_22,7.645419506879441,73.95644512844248,1.9949967967368225
90010_23,7.710683176858666,67.61248546672815,2.1339956938253346
90010_24,7.75495096547904,66.8800476480065,2.0829248581122823
90010_25,7.9578322150985255,65.54972877301294,2.4342673819869995
90010_26,7.81779031197474,65.51586758038033,2.8439847800277516
90010_27,8.135557814872513,64.03210108655584,2.600680551785401
90010_28,7.601878842394289,70.75409240933132,2.5135107988431775
90010_29,7.096777380735856,72.60089967669698,2.5259636420512637
90010_30,6.410870739117002,74.77183092603549,2.384922539072476
90010_31,6.5211060648773636,75.77326295716982,2.107877822072146
90010_32,5.277685165067513,77.22090212807034,1.6068324826681397
90010_33,5.143470705302363,78.60443390321424,1.5530353398392314
90010_34,4.978423487936794,83.13492394866269,1.5522637191736357
90010_35,4.695179519623771,83.72935201275173,1.5777223082822331
90010_36,4.4566543276322,87.75823090446211,1.506839761985331
